,invoice_no,invoice_amount
28991,548505,922.3399999999999
28998,548514,1113.33
29000,548516,2234.58
29002,548521,652.52
29003,548522,1705.13
29006,548531,1170.0
29007,548533,980.41
29027,548554,888.1999999999999
29046,548612,645.91
29059,548627,1445.6000000000001
29064,548633,915.84
29078,548648,1534.3
29093,548663,863.54
29094,548664,1407.19
29096,548666,1317.8
29113,548686,785.5
29114,548687,828.4
29119,548697,713.8
29126,548704,937.7099999999999
29130,548708,704.6
29134,548712,687.13
29138,548718,2183.82
29142,548728,903.01
29151,548740,599.84
29156,548745,624.29
29167,548807,2298.0
29169,548813,4037.77
29170,548820,2053.07
29177,548863,1713.74
29187,548874,786.16
29194,548893,1908.58
29195,548894,2295.0299999999997
29200,548899,825.96
29204,548909,705.8399999999999
29208,548913,1136.3
29212,548919,649.32
29219,548968,2118.74
29220,548969,1129.1999999999998
29221,548970,1155.0
29227,548978,784.45
29235,548987,853.97
29240,548992,838.0799999999999
29241,548993,3599.38
29268,549023,1138.84
29270,549027,5424.0
29296,549100,3275.33
29300,549104,703.5400000000001
29304,549115,1722.02
29307,549118,955.99
29316,549127,790.7
29341,549153,871.6
29343,549155,1341.26
29371,549185,639.82
29381,549222,636.25
29396,549246,1072.2
29438,549295,1633.13
29443,549300,768.83
29458,549316,1321.25
29467,549325,609.74
29497,549412,718.6
29499,549424,651.6
29505,549431,1163.75
29511,549439,603.27
29538,549468,1867.86
29551,549520,817.44
29554,549524,1439.48
29555,549525,1053.98
29567,549542,862.8199999999999
29569,549546,705.56
29589,549568,1476.22
29598,549577,2050.08
29599,549578,834.6800000000001
29605,549586,2040.58
29610,549591,841.4999999999999
29614,549595,903.87
29618,549619,666.32
29624,549667,744.41
29659,549732,758.92
29662,549735,659.3000000000001
29665,549738,1539.64
29669,549742,720.22
29673,549746,2846.02
29674,549747,614.0
29678,549751,737.42
29685,549789,611.91
29693,549831,874.5500000000001
29695,549833,1015.14
29697,549835,1444.66
29699,549837,1311.9
29736,549925,1119.3600000000001
29737,549926,725.76
29738,549927,3694.36
29749,549940,1357.63
29761,549953,1206.29
29768,549964,903.67
29786,549984,623.5
29787,549985,1103.73
29795,549995,1056.3600000000001
29799,549999,770.65
29811,550015,848.87
29812,550016,899.19
29816,550031,642.0
29819,550034,713.08
29820,550035,787.84
29828,550122,1488.0
29834,550129,636.45
29839,550134,814.83
29840,550135,1220.4
29842,550137,2221.02
29845,550145,669.2
29856,550158,896.6700000000001
29857,550159,1420.98
29861,550163,925.88
29870,550183,1266.23
29875,550188,669.25
29880,550193,2042.761
29887,550201,1143.6
29888,550202,760.1
29894,550208,851.51
29895,550209,641.3
29896,550210,789.26
29900,550214,689.7
29901,550215,876.12
29911,550272,1612.83
29916,550278,2857.79
29917,550279,721.55
29921,550283,639.48
29934,550299,2945.5
29943,550310,899.58
29953,550320,625.27
29956,550323,856.63
29977,550344,2949.12
29982,550350,837.97
29989,550361,840.24
29990,550362,635.0
29996,550438,712.24
30006,550457,1231.6000000000001
30007,550458,2395.58
30010,550461,21535.9
30017,550470,1736.79
30018,550471,1599.85
30020,550474,1625.27
30022,550477,687.05
30024,550479,695.3299999999999
30033,550493,1026.6100000000001
30035,550496,1779.09
30038,550499,1191.4099999999999
30039,550500,1984.6299999999999
30049,550517,614.02
30059,550527,1411.67
30065,550541,1407.93
30066,550542,1739.56
30071,550608,970.2
30074,550613,767.0
30080,550620,777.25
30082,550622,935.15
30090,550630,1507.67
30096,550636,1098.3899999999999
30098,550638,1215.52
30118,550667,2016.0
30126,550710,3108.64
30127,550711,1196.96
30128,550712,850.7
30132,550740,2951.52
30135,550754,596.9999999999999
30149,550768,712.6400000000001
30154,550775,1052.56
30158,550779,1466.1399999999999
30183,550822,1007.9
30184,550823,2210.05
30187,550827,633.05
30195,550835,791.97
30202,550899,1009.69
30203,550900,682.38
30205,550906,1368.16
30208,550911,1079.4
30211,550914,1701.5
30214,550917,721.4399999999999
30218,550921,597.8199999999999
30221,550924,642.0
30234,550940,615.0
30247,550953,1953.26
30258,550968,727.78
30262,550973,875.79
30275,550986,1654.97
30276,550987,1160.48
30293,551004,652.05
30294,551005,674.54
30298,551009,1065.19
30301,551012,3036.22
30303,551014,1932.24
30304,551016,765.85
30310,551035,632.74
30318,551062,884.4
30324,551133,708.6
30325,551134,604.73
30337,551148,1265.3999999999999
30344,551160,938.9200000000001
30350,551166,918.0
30355,551173,773.01
30356,551174,1055.17
30359,551181,600.8999999999999
30367,551189,870.0
30368,551191,816.0
30385,551258,1209.8
30386,551259,1642.5
30389,551269,854.0699999999999
30393,551273,665.52
30408,551289,720.92
30410,551291,1502.78
30415,551301,1007.4
30419,551314,1292.96
30437,551339,887.23
30438,551340,1416.36
30443,551345,692.36
30448,551351,4390.56
30458,551393,654.6
30469,551414,1537.2
30519,551468,1071.13
30528,551516,800.01
30538,551529,1094.33
30540,551531,654.17
30543,551534,810.56
30551,551544,692.84
30554,551547,3579.67
30564,551559,612.16
30565,551560,820.74
30568,551563,1102.8600000000001
30571,551566,609.5
30597,551618,626.1
30601,551650,1110.72
30607,551656,619.2
30633,551696,797.26
30634,551697,8142.75
30635,551698,1132.95
30646,551718,1445.61
30647,551719,1248.33
30655,551727,688.35
30665,551747,2805.2799999999997
30667,551775,775.0
30670,551809,3566.1400000000003
30672,551811,756.73
30696,551840,1030.7
30704,551849,1032.46
30706,551851,997.5
30710,551855,814.71
30717,551868,1380.11
30751,551951,633.0
30768,551976,809.4
30773,551981,897.5999999999999
30774,551982,1051.99
30787,551995,1388.59
30789,551997,1353.1299999999999
30791,552000,1121.57
30793,552005,622.47
30800,552013,2388.31
30813,552038,3869.18
30814,552039,4655.85
30817,552042,1208.31
30830,552058,647.75
30833,552061,1264.0800000000002
30846,552149,700.6
30852,552171,1128.6
30853,552172,640.0
30861,552181,1484.4
30895,552229,1514.98
30897,552231,628.85
30898,552232,2293.79
30900,552234,1520.48
30925,552262,862.53
30935,552272,1128.94
30944,552281,938.85
30974,552313,760.52
30976,552315,1092.43
30984,552324,681.5
30995,552337,667.11
30998,552341,816.0
30999,552342,738.0
31002,552358,815.78
31015,552445,667.61
31020,552450,967.52
31023,552453,723.9
31024,552454,652.8
31027,552460,719.8000000000001
31040,552493,1388.46
31041,552508,1513.36
31042,552514,1777.7
31043,552520,1401.3799999999999
31068,552547,1077.4
31071,552550,1560.3400000000001
31078,552560,791.33
31081,552563,2044.3700000000001
31083,552566,716.0
31086,552572,2944.7
31088,552574,2764.29
31093,552624,647.76
31098,552641,653.98
31115,552659,3320.77
31116,552660,795.3199999999999
31124,552668,623.79
31126,552670,655.0
31131,552675,674.6800000000001
31132,552676,864.26
31133,552677,754.5500000000001
31134,552678,733.01
31135,552681,718.36
31137,552684,642.55
31138,552687,953.53
31142,552694,859.1
31143,552695,852.68
31147,552702,1400.53
31150,552710,1974.06
31160,552724,879.92
31164,552728,765.4
31170,552734,1160.67
31180,552786,1024.8
31186,552811,1798.3300000000002
31193,552819,1440.96
31194,552820,722.41
31200,552826,1637.43
31207,552833,931.4999999999999
31212,552839,785.7900000000001
31222,552851,1381.3
31227,552857,1631.61
31232,552864,1031.07
31235,552867,1105.0
31240,552872,766.9
31242,552874,918.4
31245,552878,967.2
31246,552879,738.6
31249,552882,1792.72
31250,552883,14415.74
31255,552888,2613.36
31261,552904,1177.0
31262,552905,656.3
31267,552949,667.44
31268,552950,612.78
31275,552957,2557.88
31280,552962,719.15
31295,552978,9341.26
31307,553007,635.66
31312,553013,1995.25
31313,553014,640.01
31316,553017,602.83
31318,553021,600.36
31323,553037,774.5999999999999
31325,553039,600.63
31329,553043,750.0
31331,553045,1351.45
31334,553048,612.08
31338,553052,1249.7
31346,553060,720.0
31348,553062,821.0
31351,553067,1110.51
31353,553088,1147.15
31358,553102,892.62
31359,553120,850.72
31369,553144,619.5
31373,553148,1966.16
31374,553149,726.1
31375,553151,692.96
31382,553158,689.4200000000001
31386,553162,1348.3799999999999
31391,553167,1529.75
31406,553182,2423.6
31416,553192,1028.56
31427,553203,603.78
31430,553206,1543.0
31434,553210,1133.33
31437,553213,636.64
31444,553220,732.9200000000001
31455,553315,1203.3200000000002
31459,553339,1820.64
31460,553340,1122.2
31468,553348,754.8100000000001
31474,553356,716.32
31477,553368,8895.66
31481,553375,1184.22
31490,553386,655.24
31491,553387,1680.06
31493,553389,1324.07
31496,553392,608.16
31497,553393,937.5
31512,553411,793.62
31517,553417,631.49
31525,553461,680.14
31527,553463,927.45
31528,553464,925.16
31532,553468,921.5999999999999
31533,553469,905.76
31534,553470,5410.0599999999995
31535,553471,2462.26
31536,553472,793.47
31539,553475,866.4
31559,553505,677.8
31567,553523,1957.1699999999998
31571,553527,1069.47
31572,553535,1216.12
31576,553540,2649.52
31577,553541,956.47
31578,553542,763.9
31579,553543,635.03
31582,553546,11924.800000000001
31583,553547,760.28
31585,553549,1364.33
31586,553550,850.0
31599,553574,1373.46
31601,553576,664.0
31606,553607,5176.12
31609,553625,822.5999999999999
31621,553661,1384.25
31627,553670,645.5
31630,553673,600.39
31633,553676,647.26
31636,553679,710.14
31639,553682,732.4
31642,553685,799.38
31643,553686,1414.36
31647,553691,870.92
31652,553707,1026.27
31663,553718,1588.12
31675,553731,738.96
31683,553739,1073.09
31701,553766,792.41
31702,553767,615.12
31703,553768,817.65
31706,553828,862.89
31709,553831,914.24
31712,553834,696.0999999999999
31721,553845,727.0
31733,553859,595.7
31740,553869,848.78
31748,553879,1223.24
31758,553890,1495.6299999999999
31759,553891,682.4
31762,553894,933.3
31767,553899,662.21
31769,553901,936.34
31781,553919,1005.7
31788,553927,784.92
31796,553935,772.57
31802,553942,968.5
31803,553946,691.54
31805,553978,1692.0
31808,553997,1118.3999999999999
31814,554013,814.95
31817,554016,600.07
31826,554026,648.72
31828,554028,809.9200000000001
31829,554030,718.64
31836,554037,766.3599999999999
31838,554039,770.5
31847,554054,1221.03
31858,554065,765.28
31859,554066,815.15
31863,554070,976.12
31864,554071,1961.05
31865,554072,613.93
31877,554084,624.92
31889,554096,903.01
31890,554097,705.21
31891,554098,2516.57
31892,554099,797.65
31896,554104,984.85
31898,554106,718.96
31909,554117,893.37
31916,554124,860.12
31922,554131,725.02
31923,554132,1083.58
31929,554139,1007.75
31939,554151,2026.6299999999999
31940,554155,1241.98
31959,554268,638.24
31962,554271,1733.8500000000001
31963,554272,2843.6
31965,554275,686.47
31972,554282,1742.8
31973,554283,1044.54
31975,554285,623.23
31981,554301,1241.98
31986,554310,2133.63
32006,554347,720.4
32007,554348,1695.54
32012,554353,1541.16
32017,554358,2825.3999999999996
32023,554365,688.0600000000001
32024,554366,9468.48
32029,554371,595.29
32038,554382,610.93
32040,554415,747.24
32052,554489,751.76
32056,554494,729.07
32070,554511,1425.3799999999999
32071,554512,1281.03
32073,554514,2181.85
32088,554552,2044.8400000000001
32092,554556,829.63
32104,554628,659.35
32112,554636,611.85
32116,554640,1126.6
32118,554642,1392.0
32119,554643,792.62
32120,554644,714.77
32127,554651,752.2099999999999
32130,554654,615.36
32156,554694,2216.87
32169,554707,1090.76
32171,554709,1086.0
32176,554714,724.74
32190,554798,610.5999999999999
32197,554814,895.44
32210,554827,8980.88
32218,554836,783.67
32227,554845,5518.68
32235,554859,1063.8400000000001
32237,554861,716.73
32240,554868,3096.0
32242,554906,670.61
32246,554917,652.8
32264,554938,726.43
32276,554950,797.48
32282,554956,4898.5599999999995
32284,554958,602.1
32286,554960,624.47
32296,554974,1100.55
32297,554975,843.0600000000001
32304,554982,1155.6
32326,555005,1093.44
32329,555009,607.74
32333,555015,613.54
32334,555016,792.5
32347,555095,1306.49
32351,555099,844.0
32355,555104,816.0
32358,555108,671.02
32365,555115,1646.8
32372,555147,906.4
32373,555149,934.88
32374,555150,1937.73
32377,555158,1378.48
32379,555160,1799.6
32381,555162,672.1899999999999
32382,555164,3623.2
32412,555275,1742.3899999999999
32413,555276,1496.98
32414,555277,895.71
32415,555278,1061.3799999999999
32419,555282,1225.26
32421,555284,3056.7200000000003
32434,555327,619.78
32442,555340,1071.4
32444,555344,1541.98
32448,555350,811.36
32450,555352,2105.98
32456,555368,1440.9
32458,555382,1437.12
32459,555383,766.95
32467,555393,759.85
32471,555397,1986.12
32473,555400,5913.9
32474,555401,1896.0300000000002
32488,555418,1299.04
32490,555420,630.46
32496,555473,836.05
32499,555477,1109.32
32500,555478,1139.04
32506,555490,1314.0
32526,555510,1776.9
32529,555513,892.62
32531,555515,856.63
32540,555524,610.77
32542,555526,645.3
32546,555531,1939.52
32557,555543,627.04
32559,555545,873.85
32561,555547,709.91
32581,555568,620.65
32582,555569,793.08
32583,555570,756.1
32585,555572,858.9300000000001
32598,555585,612.0
32623,555638,816.8199999999999
32632,555650,958.12
32646,555722,1498.09
32659,555739,607.5500000000001
32669,555798,1121.1299999999999
32673,555815,916.74
32686,555835,783.07
32705,555855,2517.44
32723,555896,1008.61
32727,555920,10999.52
32729,555923,1403.3799999999999
32730,555924,1366.71
32731,555925,1227.03
32735,555929,765.8199999999999
32737,555931,833.16
32742,555937,669.36
32748,555943,612.68
32752,555947,2233.28
32754,555949,596.13
32756,555979,891.4200000000001
32758,556010,598.0
32781,556042,1037.3700000000001
32798,556060,1118.04
32810,556072,952.65
32814,556080,4801.22
32815,556081,713.8299999999999
32816,556082,788.0
32827,556093,950.51
32829,556095,796.87
32834,556102,878.55
32840,556108,1698.38
32858,556127,1621.25
32890,556206,646.27
32907,556237,2106.34
32911,556241,912.66
32913,556243,1282.38
32923,556255,16488.0
32934,556267,3027.31
32954,556302,1035.76
32975,556323,599.4499999999999
32987,556415,6207.08
33000,556433,1310.63
33001,556434,658.78
33009,556443,627.4
33010,556444,38970.0
33011,556446,649.5
33014,556455,734.44
33016,556459,1434.03
33018,556461,830.54
33039,556482,709.44
33041,556484,2133.4
33059,556503,1101.86
33063,556507,1650.1
33066,556510,821.32
33072,556517,1001.21
33081,556531,765.03
33094,556574,1336.2
33098,556578,1266.66
33099,556579,1109.53
33107,556636,1715.65
33111,556670,786.36
33120,556685,597.07
33124,556714,976.25
33125,556718,2145.0
33128,556721,690.3399999999999
33130,556723,3060.4
33132,556725,2496.0
33133,556726,8915.52
33143,556751,1393.48
33147,556777,714.35
33151,556781,1172.6
33154,556784,969.99
33165,556803,2274.39
33173,556812,3393.04
33174,556813,1464.52
33186,556826,1093.31
33193,556845,4415.4400000000005
33205,556890,1063.3500000000001
33214,556910,873.87
33220,556917,22775.93
33221,556918,650.88
33226,556927,3876.86
33227,556928,606.72
33230,556932,1456.75
33235,556937,1175.32
33237,556942,683.17
33248,556953,1012.86
33251,556956,1084.24
33254,556960,668.8
33255,556961,810.6000000000001
33261,556968,1077.1200000000001
33271,557007,1137.99
33305,557055,633.55
33307,557057,1830.72
33313,557067,1221.55
33324,557112,2271.0299999999997
33329,557117,620.58
33331,557119,937.74
33337,557125,5405.48
33348,557136,626.13
33354,557143,832.02
33355,557144,600.08
33356,557145,802.13
33358,557147,654.18
33366,557211,1025.3400000000001
33367,557212,610.5600000000001
33369,557214,964.77
33372,557217,1987.19
33377,557222,2060.0299999999997
33385,557231,1940.53
33390,557247,1359.58
33405,557263,5683.0599999999995
33410,557268,655.79
33412,557271,624.12
33419,557278,1152.52
33425,557285,602.8
33433,557294,778.0
33449,557311,692.78
33457,557319,880.85
33460,557322,1171.46
33462,557324,1674.72
33471,557333,662.1
33475,557377,3133.12
33489,557427,1125.4
33490,557428,750.0
33494,557442,679.62
33496,557466,1965.74
33501,557472,2862.06
33511,557485,2876.0
33519,557494,699.5899999999999
33525,557500,1259.85
33527,557502,2192.19
33539,557525,637.72
33541,557527,712.3
33548,557571,2221.84
33549,557572,870.3
33562,557604,653.3000000000001
33569,557615,648.6
33575,557621,1870.2
33579,557626,883.41
33581,557628,1966.66
33590,557640,1760.85
33594,557644,1216.03
33595,557645,815.86
33600,557670,1607.04
33603,557673,1581.85
33604,557674,1754.97
33605,557675,633.96
33606,557676,600.03
33624,557754,700.0
33634,557764,987.08
33645,557776,630.84
33662,557795,1064.22
33665,557798,910.98
33666,557799,726.85
33681,557853,801.0
33698,557878,1110.68
33707,557891,720.03
33714,557900,617.7
33718,557937,1238.33
33719,557938,1435.1799999999998
33729,557954,817.83
33737,557962,736.78
33740,557966,607.2
33742,557968,671.9
33765,558043,773.08
33767,558045,634.74
33775,558057,765.79
33777,558062,603.96
33781,558066,1110.73
33782,558067,930.71
33783,558068,1286.67
33787,558074,937.0
33789,558076,913.36
33790,558077,708.06
33798,558089,667.03
33805,558099,852.84
33816,558113,616.1700000000001
33819,558116,869.72
33822,558119,749.72
33828,558125,1112.32
33829,558126,666.06
33837,558193,768.0
33839,558195,701.88
33840,558196,626.41
33841,558197,666.68
33853,558237,613.91
33855,558240,1046.79
33867,558262,10174.94
33868,558263,1113.6000000000001
33882,558310,1382.88
33883,558311,2739.92
33885,558315,1452.35
33918,558362,1353.2
33923,558368,960.08
33926,558371,3668.64
33933,558381,600.0
33940,558388,810.1
33944,558417,2822.7400000000002
33960,558447,856.32
33982,558475,8705.89
33991,558484,679.88
33993,558501,615.09
33995,558523,2231.3
33997,558526,13355.4
33999,558528,812.0
34005,558536,1466.3200000000002
34009,558540,2662.17
34011,558552,1948.92
34012,558554,2390.4
34028,558571,810.26
34035,558612,877.6800000000001
34036,558613,756.36
34037,558614,2962.33
34048,558628,814.74
34050,558630,646.82
34061,558641,831.34
34064,558644,679.1
34074,558684,976.58
34085,558704,658.85
34090,558709,617.03
34107,558731,796.83
34142,558774,2403.3199999999997
34143,558775,7786.0
34144,558776,5496.0
34145,558777,5078.83
34150,558810,841.5799999999999
34152,558812,750.9
34159,558861,1067.8799999999999
34160,558862,1561.0900000000001
34162,558864,936.0400000000001
34168,558870,1128.6
34169,558871,4146.34
34179,558881,998.4200000000001
34183,558888,659.08
34193,558902,770.07
34194,558904,2479.2
34197,558909,789.6600000000001
34198,558910,1141.2
34204,558916,663.18
34205,558917,838.8000000000001
34218,558963,1088.5
34232,559004,632.44
34235,559009,689.58
34237,559011,694.57
34241,559016,672.9
34246,559023,737.04
34250,559027,642.02
34253,559032,2156.44
34256,559036,662.35
34258,559038,3643.81
34267,559047,1278.1
34268,559048,768.0
34269,559050,600.72
34270,559051,1477.98
34271,559052,4178.58
34272,559055,3872.9
34275,559058,719.06
34286,559096,647.9200000000001
34288,559098,605.76
34310,559133,704.01
34311,559134,1056.62
34316,559141,683.91
34320,559145,2825.1
34321,559146,615.3000000000001
34335,559162,1618.34
34336,559163,1799.93
34353,559202,781.03
34354,559203,830.0000000000001
34355,559204,909.24
34360,559255,768.0
34361,559256,819.0
34367,559298,739.64
34377,559310,944.1600000000001
34378,559311,1837.92
34389,559322,2609.0
34403,559337,2184.93
34404,559338,2339.28
34408,559342,611.22
34417,559356,869.9
34418,559357,2215.25
34423,559362,683.64
34425,559364,761.9200000000001
34433,559372,626.88
34454,559424,649.85
34459,559457,765.4200000000001
34466,559465,3609.8
34472,559488,741.5999999999999
34475,559491,646.04
34481,559499,2295.74
34486,559506,2382.68
34490,559510,727.32
34499,559519,870.0
34501,559521,626.93
34521,559546,909.6
34529,559554,1778.5
34532,559557,1217.64
34542,559637,1236.48
34549,559654,865.62
34554,559660,1080.65
34562,559673,1212.26
34564,559676,1180.12
34567,559679,793.88
34576,559690,850.46
34577,559691,795.5600000000001
34579,559693,2421.13
34583,559698,631.65
34585,559700,1752.06
34586,559701,1305.6
34587,559702,696.72
34588,559703,857.7
34593,559709,884.4
34605,559784,834.52
34612,559796,1722.05
34618,559802,666.8199999999999
34627,559813,753.66
34629,559815,757.6
34630,559816,3405.4
34631,559817,1839.58
34650,559865,1086.8300000000002
34651,559866,610.01
34664,559889,915.46
34666,559893,608.46
34670,559897,660.01
34680,559907,936.48
34686,559914,798.11
34689,559919,2735.16
34693,559923,2387.13
34698,559928,1710.39
34709,559940,791.7
34710,559941,1960.7999999999997
34711,559942,1037.1
34713,559944,596.7
34716,559948,1430.75
34720,559981,603.5400000000001
34725,559987,688.0
34737,560033,902.09
34739,560035,2204.36
34740,560036,1147.1
34742,560038,875.28
34745,560041,654.97
34756,560080,3279.36
34761,560090,1548.83
34774,560106,772.43
34788,560120,971.13
34792,560145,709.74
34808,560202,776.0500000000001
34813,560209,1246.32
34826,560225,2929.35
34833,560234,1885.1
34838,560239,1242.3799999999999
34843,560246,1353.1000000000001
34852,560255,783.9
34854,560257,810.09
34877,560280,705.3000000000001
34882,560285,675.7
34883,560286,898.44
34894,560298,645.35
34895,560299,747.78
34896,560300,800.46
34906,560360,3949.32
34910,560364,1585.94
34913,560368,728.0600000000001
34914,560373,4287.63
34926,560398,1734.58
34943,560419,717.23
34944,560421,1592.49
34953,560431,611.86
34955,560433,1721.77
34956,560434,2953.59
34959,560439,705.45
34965,560445,11134.34
34971,560451,1527.0
34973,560453,1198.3799999999999
34984,560504,4406.61
34996,560547,614.2
34998,560549,653.9
35000,560552,750.93
35008,560567,3342.95
35012,560571,729.0699999999999
35019,560580,8801.51
35020,560581,611.76
35024,560586,667.2
35026,560590,1292.31
35029,560595,814.48
35039,560605,611.24
35043,560635,599.68
35048,560646,2365.91
35049,560648,710.25
35060,560694,835.65
35061,560695,785.0
35064,560698,664.83
35073,560716,1532.76
35075,560718,1682.5900000000001
35086,560729,5433.57
35090,560734,990.0
35096,560772,3105.08
35097,560773,2330.17
35102,560779,895.16
35103,560780,806.67
35106,560783,676.8
35107,560790,902.4
35109,560792,685.5
35118,560828,1088.86
35125,560841,2569.55
35146,560875,606.46
35147,560876,1159.06
35153,560884,890.0
35155,560886,675.0
35156,560887,2064.8
35161,560892,877.36
35163,560894,751.75
35164,560895,1021.9200000000001
35168,560901,746.5699999999999
35176,560917,833.85
35177,560918,813.89
35183,560924,647.9200000000001
35184,560925,1665.1999999999998
35185,560926,3814.99
35193,560938,1584.36
35208,560989,748.14
35209,560991,890.0699999999999
35214,560996,685.1
35215,560997,768.02
35225,561007,649.46
35233,561024,693.37
35236,561027,1468.3600000000001
35246,561037,612.1
35251,561043,632.13
35256,561048,761.76
35259,561051,7138.12
35260,561052,711.84
35278,561073,1104.31
35282,561077,868.49
35289,561085,929.53
35297,561093,1358.3899999999999
35314,561111,734.0
35316,561113,822.86
35319,561116,856.0
35333,561194,617.54
35346,561208,2007.3999999999999
35347,561209,2511.4
35348,561214,1412.75
35350,561217,1685.6399999999999
35351,561218,1191.6299999999999
35357,561224,895.0
35361,561236,908.46
35363,561242,1152.8
35368,561247,668.39
35379,561258,1611.1100000000001
35386,561295,1648.73
35405,561355,968.4
35415,561367,1557.36
35417,561369,1627.48
35418,561371,1083.06
35428,561388,3680.4
35436,561396,794.58
35437,561397,2606.4
35438,561398,618.5
35439,561399,1049.38
35450,561471,660.26
35453,561474,2688.27
35481,561502,1044.2
35486,561507,1214.81
35491,561513,1115.78
35493,561515,1617.03
35510,561532,650.64
35512,561534,612.91
35533,561595,897.8
35545,561614,633.07
35551,561625,1024.44
35553,561627,707.09
35556,561631,624.22
35558,561633,10303.95
35569,561644,648.72
35570,561645,4345.1
35572,561647,3301.38
35575,561651,1634.54
35579,561655,6591.6
35583,561659,3453.7200000000003
35593,561669,811.9
35595,561671,1746.72
35603,561679,778.12
35633,561713,689.27
35644,561795,677.9
35646,561797,795.8000000000001
35647,561798,728.94
35668,561820,1535.98
35682,561870,1056.11
35685,561873,2157.5
35687,561875,765.3199999999999
35691,561879,738.0600000000001
35694,561882,621.3
35709,561898,1325.23
35711,561900,638.19
35712,561901,13464.26
35713,561902,3633.58
35717,561906,660.45
35722,561911,1089.18
35726,561915,781.19
35734,561923,748.32
35737,561926,1866.43
35740,561933,678.47
35748,562002,800.76
35752,562017,759.56
35753,562018,687.0
35757,562024,1580.52
35759,562029,2327.0
35760,562031,3226.13
35763,562034,777.95
35769,562040,1487.6
35770,562042,919.61
35774,562046,4008.62
35779,562085,970.58
35790,562101,1595.48
35791,562102,1490.82
35793,562104,3358.63
35800,562113,1674.5
35801,562114,1270.42
35803,562123,870.0
35807,562129,988.34
35816,562138,647.75
35819,562143,2353.0
35821,562146,614.78
35825,562153,1004.88
35828,562157,767.0699999999999
35834,562166,595.26
35837,562200,658.38
35840,562203,839.76
35843,562207,1202.22
35846,562210,617.4499999999999
35854,562218,1106.96
35855,562219,1221.56
35857,562222,832.5
35858,562224,611.24
35870,562264,1490.62
35875,562273,788.87
35878,562276,954.0
35882,562282,2022.6
35883,562283,615.5
35885,562285,612.0
35886,562286,913.3
35897,562345,1505.64
35900,562348,5162.74
35905,562353,2317.0
35911,562369,749.45
35912,562370,1062.84
35913,562371,788.04
35914,562372,754.8000000000001
35916,562374,4345.1
35918,562377,799.94
35919,562378,943.07
35922,562381,638.02
35934,562393,1019.44
35936,562417,1691.3799999999999
35939,562420,1691.32
35949,562432,716.0
35950,562433,1016.04
35955,562439,18841.48
35959,562443,622.5
35964,562448,1327.55
35966,562450,650.0
35975,562459,757.2
35981,562465,630.5
35997,562528,946.75
36003,562534,809.11
36006,562537,771.75
36009,562540,817.44
36010,562541,985.92
36022,562553,1689.66
36024,562558,811.01
36025,562560,1572.73
36038,562574,611.59
36042,562579,606.41
36049,562587,1444.66
36055,562593,662.03
36061,562602,981.38
36066,562607,645.35
36067,562608,3315.0699999999997
36069,562610,1282.0
36070,562611,809.82
36079,562652,714.33
36081,562670,829.96
36083,562688,1519.99
36086,562710,598.88
36091,562715,2138.62
36092,562716,1388.92
36093,562717,1480.41
36098,562722,1109.34
36104,562733,984.39
36108,562770,1256.95
36109,562771,657.4
36110,562772,641.85
36125,562789,12341.21
36129,562804,674.7
36132,562807,1124.19
36141,562843,1718.73
36142,562844,757.0699999999999
36143,562846,4318.93
36146,562850,2388.2
36154,562880,4105.9400000000005
36177,562922,721.95
36180,562925,625.8
36182,562928,1127.38
36187,562933,2697.53
36188,562934,1763.75
36189,562935,1253.05
36192,562939,660.76
36198,562946,2500.0
36201,562949,759.14
36204,562955,16677.260000000002
36207,562964,642.36
36208,562965,666.8
36212,562973,1234.0
36213,562980,1552.6
36221,563016,710.2
36224,563019,595.72
36225,563020,605.14
36234,563029,899.36
36243,563038,940.64
36250,563074,9349.72
36252,563076,19150.66
36261,563093,1319.78
36262,563094,668.5600000000001
36266,563098,1396.66
36268,563100,1268.74
36288,563163,1069.2
36290,563165,825.6
36291,563166,1181.44
36294,563169,768.97
36304,563179,608.76
36308,563183,860.98
36315,563193,1554.35
36317,563195,1598.57
36338,563227,640.14
36348,563238,630.42
36350,563241,1221.4
36355,563246,695.26
36361,563253,623.7
36369,563262,626.0600000000001
36372,563288,1161.07
36382,563351,1706.88
36384,563353,905.5
36391,563360,670.88
36411,563404,3209.15
36418,563430,844.73
36422,563435,596.98
36426,563439,3148.4
36431,563444,687.08
36436,563450,741.4000000000001
36455,563505,687.16
36460,563510,760.8000000000001
36463,563532,3256.88
36468,563543,685.61
36472,563547,619.35
36474,563549,4109.72
36480,563557,3160.84
36481,563558,1544.01
36484,563561,776.2800000000001
36485,563562,697.6
36486,563563,6578.08
36488,563565,946.74
36492,563569,627.27
36497,563575,2209.04
36502,563584,703.17
36504,563588,813.4000000000001
36505,563589,2240.0
36506,563590,13031.5
36508,563613,4873.8099999999995
36509,563614,21880.44
36511,563616,1536.0
36518,563623,1284.1200000000001
36519,563626,702.88
36520,563638,1964.85
36525,563658,644.96
36526,563659,1459.12
36532,563684,928.08
36534,563686,637.6
36546,563699,680.24
36560,563714,682.77
36572,563729,742.8000000000001
36575,563732,1000.88
36588,563745,1394.58
36594,563753,612.29
36597,563756,668.58
36604,563819,1708.68
36625,563848,989.49
36631,563854,623.92
36643,563900,1432.0
36652,563909,857.0
36655,563912,962.09
36660,563917,610.75
36666,563924,683.28
